valid|entry|cnt_words|pronounce|syllabary|english|mco
*|ᏓᎵᏰᏑᎴᎠ|2|Dodagaliyesulesi. Nihina?|ᏙᏓᎦᎵᏰᏑᎴᏏ. ᏂᎯᎾ?|I'm going to take my gloves off. What about you?|Do:dagaliyê:su:lé:si. Nihina?
*|ᏐᏈᎵ|2|Sogwili danatohgiyasdiha.|ᏐᏈᎵ ᏓᎾᏙᎩᏯᏍᏗᎭ.|They're racing horses.|Sǒ:gwíli dà:natohgǐ:yâ:sdiha.
*|ᎠᏴᏓᏆᎶᏍᎩ|2|Hisgahois ahyvdagwalosgi?|ᎯᏍᎦᎰᎢᏍ ᎠᏴᏓᏆᎶᏍᎩ?|Are you afraid of thunder?|Sgá:hó:ɂisgo ahyv:dagwalò:sgi?; Sgá:hó:ɂis ahyv:dagwalò:sgi?
*|ᎠᎦᎾᏬᏗᎭ|2|Julasihdeni daganawhdiha.|ᏧᎳᏏᏕᏂ ᏓᎦᎾᏬᏗᎭ.|He's warming his feet.|Ju:là:sihde̋:ni dà:ga:nawhdíha.; Ju:là:sihde̋:ni dà:ga:nawhdí.
*|ᎠᎵᏍᎫᏍᎦ|2|Halsguhya dehadanilvgesdi.|ᎭᎵᏍᎫᏯ ᏕᎭᏓᏂᎸᎨᏍᏗ.|Nod your head if you accept.|Halsgù:hya de:ha:daní:lv:gé:sdi.
*|ᎤᎾᎵᎢ|2|Oginalii widajiwhtvhidoli.|ᎣᎩᎾᎵᎢ ᏫᏓᏥᏩᏛᎯᏙᎵ.|I am going to go and visit my friend.|Ò:gina:li̋:ɂi wida:jiwhtv:hǐ:dô:li.; Ò:gina:li̋ wida:jiwhtv:hǐ:dô:li.
*|ᎦᏅᎦᎵᎭ|2|Dagwasuhgahlv dejinvgalia.|ᏓᏆᏑᎦᏢ ᏕᏥᏅᎦᎵᎠ.|I'm cleaning my fingernails.|Dà:gwasuhgahlv̋:ɂi de:jinv:galí:ɂa.; Dà:gwasuhgahlv̋ de:jinv:galí:ɂa.; Dà:gwasuhgahlv̋ de:jinv:galí.
*|ᎠᎵᏰᏑᏍᏘᎩᎠ|2|Yudawoena aliyesustgisgoi.|ᏳᏓᏬᎡᎾ ᎠᎵᏰᏑᏍᏘᎩᏍᎪᎢ.|When he goes swimming, he takes his ring off.|Yù:dawó:ɂé:na à:liyê:su:stgí:sgó:ɂi.; Yù:dawó:ɂé:na à:liyê:su:stgí:sgó.
*|ᎠᏛᏛᎲᏍᎦ|2|Hiyatvdvhvga nididvnelisvi.|ᎯᏯᏛᏛᎲᎦ ᏂᏗᏛᏁᎵᏒᎢ.|Ask him what he's intending to do.|Hi:yà:tv:dv:hv̀:ga nididv́:ne:lǐ:sv:ɂi.
*|ᎤᏓᏙᎵᏍᏗ|2|Udadolisdohdi ajitayoselvi.|ᎤᏓᏙᎵᏍᏙᏗ ᎠᏥᏔᏲᏎᎸᎢ.|He was asked to pray.|U:da:do:lì:sdóhdi à:jihtayóseɂlv̌:ɂi.; U:da:do:lì:sdóhdi à:jihtayóseɂlv̌.
*|ᏓᏟᏃᎮᎭ|2|Dihlinohehdi degalinohesgvi.|ᏗᏟᏃᎮᏗ ᏕᎦᎵᏃᎮᏍᎬᎢ.|I was conversing on the phone.|Di:hlino:hehdi̋:ɂi degálino:hě:sgv̌:ɂi.; Di:hlino:hehdi̋ degálino:hě:sgv̌:ɂi.; Di:hlino:hehdi̋ degálino:hě:sgv̌.
*|ᎠᏓᏪᏐᎸᏍᏗᎭ|2|Hadawesolvsda. Dotastayesega.|ᎭᏓᏪᏐᎸᏍᏓ. ᏙᏔᏍᏔᏰᏎᎦ.|Rest. You'll get exhausted.|Hadawè:sǒ:lv́:sda. Do:tastaye:sé:ga.
*|ᎠᎵᏍᎪᎸᏓᏁᎭ|2|Sgwalsgohldasi agiwonihisdii.|ᏍᏆᎵᏍᎪᎸᏓᏏ ᎠᎩᏬᏂᎯᏍᏗᎢ.|Permit me to speak.|Sgwalsgohldà:si à:giwò:nǐ:hísdi̋:ɂi.
*|ᏧᎵᏏᏅᏓ|2|Julsihnvdas dejalvhwisdanehoi?|ᏧᎵᏏᏅᏓᏍ ᏕᏣᎸᏫᏍᏓᏁᎰᎢ?|Do you work nightly?|Julsihnv̋:dasgo de:jalv̌:hwísdà:ne:hó:ɂi?; Julsihnv̋:das de:jalv̌:hwísdà:ne:hó:ɂi?; Julsihnv̋:das de:jalv̌:hwísdà:ne:hó?
*|ᏓᎾᏓᎯᎵᏙᎭ|2|Unadodagwohnv danadahilidohesdi.|ᎤᎾᏙᏓᏉᏅ ᏓᎾᏓᎯᎵᏙᎮᏍᏗ.|They will be having a trial on Monday.|U:nadǒ:dágwohnv̋:ɂi dà:nada:híɂlǐ:dô:hé:sdi.; U:nadǒ:dágwohnv̋ dà:nada:híɂlǐ:dô:hé:sdi.; U:dǒ:dágwohnv̋:ɂi dà:nada:híɂlǐ:dô:hé:sdi.; U:dǒ:dágwohnv̋ dà:nada:híɂlǐ:dô:hé:sdi.; Dǒ:dágwohnvɂi dà:nada:híɂlǐ:dô:hé:sdi.; Dǒ:dágwohnv̄ dà:nada:híɂlǐ:dô:hé:sdi.
*|ᏓᎵᏰᏑᎵᎠ|2|Degaliyesuli dodvgilvhwisdanelihehno.|ᏕᎦᎵᏰᏑᎵ ᏙᏛᎩᎸᏫᏍᏓᏁᎵᎮᏃ|I am putting on gloves because I will be working.|De:gálíyê:su:líɂa do:dv:gilv̌:hwísdà:ne:lihě:hno.; De:gálíyê:su:líɂa do:dv:gilv̌:hwísdà:ne:lihno.
*|ᏓᎳᎳ|3|Dalala uniyvhv wesa.|ᏓᎳᎳ ᎤᏂᏴᎲ ᏪᏌ.|A cat caught a woodpecker.|Dala:la ù:ní:yv:hv̌:ɂi wě:sa; Dala:la ù:ní:yv:hv̌ wě:sa;
*|ᎯᎳ|3|Hila iga jugvwahldi?|ᎯᎳ ᎢᎦ ᏧᎬᏩᎶᏗ?|How much does it cost?|Hila̋ ǐ:ga̋ ju:gv̌:wahldi?
*|ᎪᎵᎩ|3|Hiyoligis hia asgaya?|ᎯᏲᎵᎩᏍ ᎯᎠ ᎠᏍᎦᏯ?|Do you know this man?|Hi:yo:lì:gisgo hiɂa asgaya?; Hi:yo:lì:gis hiɂa asgaya?; Hi:yo:lì:gisgo hiɂi asgaya?; Hi:yo:lì:gis hiɂi asgaya?
*|ᎪᎴᎯ|3|Golehi udlvga ganakti.|ᎪᎴᎯ ᎤᏢᎦ ᎦᎾᎦᏘ.|The doctor is sick with pneumonia.|Gǒ:lě:hi ù:dlv́:ga agáɂnakti.; Gǒ:lě:hi ù:dlv́:ga gáɂnakti.
*|ᎪᏛᎢ|3|Gotv nav deginohlesdi.|ᎪᏛ ᎾᎤ ᏕᎩᏃᏞᏍᏗ.|We two will be sitting by the fire.|Gǒ:tv̋:ɂi naɂv dèginǒ:hlê:sdi.; Gǒ:tv̋ naɂv dèginǒ:hlê:sdi.
*|ᎭᏢ|3|Hadlv wigalohi sdalii?|ᎭᏢ ᏫᎦᎶᎯ ᏍᏓᎵᎢ?|Where did your friend go?|Ha:dlv hilǒ:hi sda:li̋:ɂi?; Ha:dlv hilǒ:hi sda:li̋?
*|ᎠᏏᏂ|3|Gado asini chai?|ᎦᏙ ᎠᏏᏂ ᏣᎢ?|Why are you walking backwards?|Gadò à:si:ni á:ɂi?; Dò à:si:ni á:ɂi?
*|ᎠᏗᎭ|3|Gado usdi adiha?|ᎦᏙ ᎤᏍᏗ ᎠᏗᎭ?|What is he saying?|Gadō u:sdi à:diha?; Gadō u:sd à:diha?; Dō u:sd à:diha?; Dō u:sd à:di?
*|ᎠᏒᎦ|3|Gosdi uyo asvga.|ᎪᏍᏗ ᎤᏲ ᎠᏒᎦ.|Something smells bad.|Go:hű:sdi u:yő:ɂi à:sv̂:ga.; Gő:sdi u:yő:ɂi à:sv̂:ga.; Go:hű:sdi u:yő à:sv̂:ga.; Gő:sdi u:yő à:sv̂:ga.; Go:hű:sd u:yő à:sv̂:ga.; Gő:sd u:yő à:sv̂:ga.
*|ᎫᎫ|3|Gugu degwayodesdi gihli|ᎫᎫ ᏕᏆᏲᏕᏍᏗ ᎩᏟ.|Ticks are making the dog itch.|Gù:gu dè:gwà:yo:dè:sdi:ha gi:hli.; Gù:gu dè:gwà:yo:dè:sdi gi:hli.
*|ᎫᎴ|3|Gule danigisgoi saloli.|ᎫᎴ ᏓᏂᎩᏍᎪᎢ ᏌᎶᎵ.|Squirrels eat acorns.|Gu:le dà:nigî:sgó:ɂi salǒ:li.; Gu:le dà:nigî:sgó salǒ:li.
*|ᏦᎩ|3|Jogi didla inena.|ᏦᎩ ᏗᏜ ᎢᏁᎾ.|Let's both go upstream.|Jo:gi dí:dla i:nè:na.
*|ᎤᏔᏂ|3|Utani hia ahnawo.|ᎤᏔᏂ ᎯᎠ ᎠᎿᏬ.|This shirt is too big.|U:tani̋ hiɂa ahnawo.; U:tani̋ hiɂi ahnawo.
*|ᎤᎪᏍᎦ|3|Ada uweti ugosga.|ᎠᏓ ᎤᏪᏘ ᎤᎪᏍᎦ.|The old wood is decaying.|Ada uwe̋:ti ù:go:sga.
*|ᎤᏚᏥ|3|Gado dudoa uduji?|ᎦᏙ ᏚᏙᎠ ᎤᏚᏥ?|What's his uncle's name?|Gadò dù:do:ɂa u:du:ji?; Gadò dù:do u:du:ji?; Dò dù:do u:du:ji?
*|ᎤᏛᎯᏍᏗ|3|Gago na utvhisdi?|ᎦᎪ Ꮎ ᎤᏛᎯᏍᏗ?|Who is the old chap?|Gá:gō na u:tvhisdi?
*|ᎬᎿᎨᎢ|3|Gvhnage dagwalela agiha.|ᎬᎿᎨ ᏓᏆᎴᎳ ᎠᏆᎴᎳ ᎠᎩᎭ.|I have a black car.|Gv̌:hnáge̋:ɂi dagwalé:la à:giha.; Gv̌:hnáge̋ dagwalé:la à:giha.; Gv̌:hnáge̋ dagwalé:l à:giha.
*|ᏞᎩ|3|Hlekis dagaluhji udvhne?|ᏞᎩᏍ ᏓᎦᎷᏥ ᎤᏛᏁ?|Did he say he was coming soon?|Hle:kísgo dagáɂlúhji ù:dv:hné:ɂi?; Hle:kís dagáɂlúhji ù:dv:hné?
*|ᎪᎢᎭᎢ|3|Goiha hawiya agia.|ᎪᎢᎭ ᎭᏫᏯ ᎠᎩᎠ.|He is eating greasy meat.|Goɂi̋ha hawi:ya à:gíɂa.; Goɂi̋ha hawi:ya à:gí.
*|ᎠᏑᏰᎭ|3|Hasuyvla na ugama.|ᎭᏑᏴᎳ Ꮎ ᎤᎦᎹ.|Stir the soup.|Hasu:yv̌:la na ǔ:gáma.
*|ᎪᏍᏚ|3|Kosdu hilagi osii.|ᎪᏍᏚ ᎯᎳᎩ ᏍᏏᎢ.|Take the ashes out of the stove.|Kò:sdu hilagi ó:si̋:ɂi.
*|ᏙᏌ|3|Ayo! Dosa aksgala.|ᎠᏲ! ᏙᏌ ᎠᎦᏍᎦᎳ.|Ouch! A mosquito bit me.|Ayo! do:sa à:ksgala.
*|ᏓᏤᏝ|3|Gado usdi dajehla?|ᎦᏙ ᎤᏍᏗ ᏓᏤᏝ.|Which one is better?|Gadō ű:sdi dà:jě:hla?
*|ᎠᎨᏯ|3|Gag vsgina agehya?|ᎦᎪ ᎥᏍᎩᎾ ᎠᎨᏯ?|Who is that woman?|Gá:gō v̀:sgina agě:hya?; Gá:g v̀:sgina agě:hya?; Gá:gō v̀:sgi agě:hya?; Gá:g v̀:sgi agě:hya?; Gá:gō sgina agě:hya?; Gá:g sgina agě:hya?; Gá:gō nà:sgi agě:hya?; Gá:g nà:sgi agě:hya?
*|ᎠᏞᎠ|3|Hadlv iyv udlesei?|ᎭᏢ ᎢᏴ ᎤᏞᏎᎢ?|Where did he turn off?|Ha:dlv iyv̋ ù:dlé:sé:ɂi?; Ha:dlv iyv̋ ù:dlé:sé?; Ha:dlv̌:yv̋ ù:dlé:sé:ɂi?; Ha:dlv̌:yv̋ ù:dlé:sé?
*|ᏗᎨᏫ|3|Hia asgaya dikewi.|ᎯᎠ ᎠᏍᎦᏯ ᏗᎨᏫ.|This man is blind.|Hiɂa asgaya di:ke̋:wi.; Hiɂi asgaya di:ke̋:wi.; Hiɂa asgay di:ke̋:wi.; Hiɂi asgay di:ke̋:wi.
*|ᎤᏒᎯᎭ|3|Hila iyv datsvhli?|ᎯᎳ ᎢᏴ ᏓᏣᏒᏟ?|When are you going to bed?|Hila̋ iyv̋:ɂi da:tsv:hli?; Hila̋ iyv̋ da:tsv:hli?; Hila̋ iyv̋:ɂi da:tsv:hli?; Hilâ:yv̋:ɂi da:tsv:hli?; Hilâ:yv̋ da:tsv:hli?
*|Ꮟ|3|Hlas si yigaluhga?|ᏝᏍ Ꮟ ᏱᎦᎷᎦ?|Isn't he back yet?|Hlasgo si yǐ:gáɂluhga?; Hlas si yǐ:gáɂluhga?
*|ᎦᏁᎭ|3|Ije ahnawo jineha.|ᎢᏤ ᎠᎿᏬ ᏥᏁᎭ.|I am holding a new shirt.|Ije̋:ɂi ahnawo jiɂnéha.; Ije̋ ahnawo jiɂnéha.; Ije̋ ahnawo jiɂné.
*|ᎬᎫᏍᏗᎭ|3|Isa gvgusdiha eji.|ᎢᏌ ᎬᎫᏍᏗᎭ ᎡᏥ.|Mother is sifting flour.|I:sa gv:gǔ:sdíha e:ji.; I:sa gv:gǔ:sdí e:ji.
*|ᏔᏬᏗ|3|Ketv ukila tawodi.|ᎨᏛ ᎤᎩᎳ ᏔᏬᏗ.|A hawk is sitting on a post.|Gé:tvsdi u:kiɂla tawǒ:di.; Ké:tv u:kiɂla tawǒ:di.
*|ᎠᏥᏍᏕᎠ|3|Selu gadu utsdevi.|ᏎᎷ ᎦᏚ ᎤᏥᏍᏕᎥᎢi.|He took a bite of cornbread.|Sě:lu ga̋:du ù:tsdé:ɂv̌:ɂi.; Sě:lu ga̋:du ù:tsdé:sv̌:ɂi.; Sě:lu ga̋:du ù:tsdé:ɂv̌.; Sě:lu ga̋:du ù:tsdé:sv̌.
*|ᎠᎫᎩᎠ|3|Svdoni akugia ama.|ᏒᏙᏂ ᎠᎫᎩᎠ ᎠᎹ.|He's dipping water from a bucket.|Sv:do:ni à:kǔ:gíɂa ama.
*|ᎤᏣᎠ|3|Wesa kanesai ujaa.|ᏪᏌ ᎧᏁᏌᎢ ᎤᏣᎠ.|The cat is inside the box.|Wě:sa kanè:sáɂi ù:jáa.; Wě:sa kanè:sá ù:jáa.; Wě:sa kanè:sá ù:já.
*|ᏣᏁᎳ, ᏧᏁᎳ|3|Chanel adelv tivsi.|ᏣᏁᎳ ᎠᏕᎸ ᏘᎥᏏ.|Give him eight dollars.|Chaně:la áde:lv̋:ɂi tiɂvsi.; Chaně:l áde:lv̋ tiɂvsi.; Chuně:la áde:lv̋:ɂi tiɂvsi.; Chuně:l áde:lv̋ tiɂvsi.
*|ᎤᏩᏅᎦ|3|Gado niga jvnvga?|ᎦᏙ ᏂᎦ ᏨᏅᎦ?|Why are you in such a hurry?|Gadò niga̋ jv:nv́:ga?
*|ᎾᎯᏳᎢ|3|Nahiyuis kila tesi?|ᎾᎯᏳᎢᏍ ᎩᎳ ᏖᏏ?|You're not going until then?|Nà:hiyű:ɂisgo kila té:si?; Nà:hiyű:ɂis kila té:si?; Nà:hiyű:s kila té:si?
*|ᎠᏟᎭ|3|Ama adliha svdonii.|ᎠᎹ ᎠᏟᎭ ᏒᏙᏂᎢ.|He's drawing water from the barrel.|Ama à:dlǐ:ha sv:do:ni.; Ama à:dlǐ sv:do:ni.
*|ᎤᏙᏓ|3|Gado advnehi udoda?|ᎦᏙ ᎠᏛᏁᎯ ᎤᏙᏓ?|What does his father do?|Gadò a:dvne:hi u:do:da?; Dò a:dvne:hi u:do:da?
*|ᎠᎯᏙᎭ|3|Gado usdi hihidoha?|ᎦᏙ ᎤᏍᏗ ᎯᎯᏙᎭ?|What do you have in your hand?|Gadō u:sdi hihǐ:dô:ha?; Dō u:sdi hihǐ:dô?
*|ᎪᏢᏍᎦ|3|Gado usdi hohlvsga?|ᎦᏙ ᎤᏍᏗ ᎰᏢᏍᎦ?|What are you making?|Gadō u:sdi hò:hlv:sga?; Dō u:sd hò:hlv:sga?
*|ᎬᏂᏍᏗᎭ|3|Gado usdi jvhnisdi?|ᎦᏙ ᎤᏍᏗ ᏨᏂᏍᏗ?|What do you have cooking?|Gadō u:sdi chv:hnisdíha?; Dō u:sdi chv:hnisdíha?; Gadō u:sd chv:hnisdí?; Dō u:sd chv:hnisdí?
*|ᎠᏲᎦ|3|Gugu uyojv uwohosa.|ᎫᎫ ᎤᏲᏨ ᎤᏬᎰᏌ.|The bottle broke when it dropped.|Gù:gu ù:yó:jv̋:ɂi ù:wo:hosa. ; Gù:gu ù:yó:jv̋ ù:wo:hosa.
*|ᏅᏓ ᏗᏎᏍᏗ|3|Hadlv nvda disesdi?|ᎭᏢ ᏅᏓ ᏗᏎᏍᏗ?|Where is a calender?|Ha:dlv nv:da di:sésdi?; Dlv nv:da di:sésdi?
*|ᎠᏛᏥ|3|Hia Advji oganalii.|ᎯᎠ ᎠᏛᏥ ᎣᎦᎾᎵᎢ.|This German is my friend.|Hiɂa Advji o:gina:li̋:ɂi.; Hiɂi Advji o:gina:li̋:ɂi.; Hiɂa Advji o:gina:li̋.; Hiɂi Advji o:gina:li̋.
*|ᎦᎾᎵ|3|Hia sogwili ganali.|ᎯᎠ ᏐᏈᎵ ᎦᎾᎵ.|This is a gelding.|Hiɂa sǒ:gwíli gà:náɂli.; Hiɂi sǒ:gwíli gà:náɂli.
*|ᎠᏫᎾ|3|Hiyoligas na awina?|ᎯᏲᎵᎦᏍ Ꮎ ᎠᏫᎾ?|Do you recognize that young man?|Hi:yo:lì:gasgo na awi̋:na?; Hi:yo:lì:gas na awi̋:na?
*|ᎠᏌᏃ|3|Ije asano agwaduli.|ᎢᏤ ᎠᏌᏃ ᎠᏆᏚᎵ.|I want a new dress.|Ije̋:ɂi à:sano à:gwadu:líha.; Ije̋ à:sano à:gwadu:lí.
*|ᎦᏁᎳ|3|Ije adanelv ganela.|ᎢᏤ ᎠᏓᏁᎸ ᎦᏁᎳ.|He lives in a new house.|Ije̋:ɂi à:da:ně:lv̋:ɂi ganě:la.; Ije̋ à:da:ně:lv̋ ganě:la.
*|ᎩᏳᎦ|3|Inage aneho kiyuga.|ᎢᎾᎨ ᎠᏁᎰ ᎩᏳᎦ.|Chipmunks live in the woods.|Ǐ:náge̋:ɂi à:nè:hó:ɂi kiyû:ga.; Ǐ:náge̋ à:nè:hó kiyû:ga.
*|ᏙᎯᏳ|3|Dohiyu uhyvdla doyi.|ᏙᎯᏳ ᎤᏴᏜ ᏙᏱ.|It's really cold outside.|U:do:hiyű ù:hyv:dla dǒ:yi.; Do:hiyű ù:hyv:dla dǒ:yi.; Do:yű ù:hyv:dla dǒ:yi.
*|ᎢᏌ|3|Isa hwigi digaduhvi.|ᎢᏌ ᏫᎩ ᏗᎦᏚᎲᎢ.|Pick up some flour from town.|I:sa hwigi diga:dú:hv̋:ɂi.; I:sa hwigi diga:dú:hv̋.
*|ᎪᎯ|3|Kohi jigesv jijigov.|ᎪᎯ ᏥᎨᏒ ᏥᏥᎪᎥ.|I saw him a while ago.|Kò:hi̋ jigè:sv̌:ɂi jiji:go:hv̌:ɂi.; Kò:hi̋ jigè:sv̌ jiji:go:hv̌.
*|ᏙᎯᏊ|3|Tohigwu ayv, nihina?|ᏙᎯᏊ ᎠᏴ, ᏂᎯᎾ?|It's just fine, and you?|Tò:hi̋:gwu ayv, nihina?
*|ᎤᎵᏬᏨᎢ|3|Ulihwojvis na inada?|ᎤᎵᏬᏨᎢᏍ Ꮎ ᎢᎾᏓ?|Is that snake dead?|U:li:hwò:jv̋:ɂisgo na ǐ:náda? U:li:hwò:jv̋:ɂis na ǐ:náda?; U:li:hwò:jv̋:s na ǐ:náda?
*|ᎤᏪᏥ ᎠᏧᏣ|3|Uweji achuja ahyoha.|ᎤᏪᏥ ᎠᏧᏣ ᎠᏲᎭ.|He's looking for his son.|Uwě:ji achű:ja à:hyóha.; Uwě:j achű:j à:hyóha.
*|ᎨᏛᏍᎦ|3|Ahani ayehli hetvga.|ᎠᎭᏂ ᎠᏰᏟ ᎮᏛᎦ.|Set the post here in the center.|Áhani aye̋:hli he:tv̀:ga.; Áhni aye̋:hli he:tv̀:ga.
*|ᎠᏒᏃᏱ|3|Elisi Asvnoyi gesvi.|ᎡᎵᏏ ᎠᏒᏃᏱ ᎨᏒᎢ.|My grandmother was a Nighthawk.|E:lí:si Asv:nǒ:yi gè:sv̌:ɂi.
*|ᎤᎶᎩᎵ|3|Gajanuli ai ulogili.|ᎦᏣᏄᎵ ᎠᎢ ᎤᎶᎩᎵ.|The clouds are moving fast.|Ga:janű:li á:ɂi u:lò:gí:li.; A:yanű:li á:ɂi u:lò:gí:li.
*|ᎦᏁᏥᎢ|3|Ganeji uwahnilv sgwahlesdi.|ᎦᏁᏥ ᎤᏩᏂᎸ ᏍᏆᏞᏍᏗ.|A ball hit him on his chest.|Gane:ji̋:ɂi ù:wa:hnílv́:ɂi sgwà:hle̋:sdi.; Gane:ji̋:ɂi ù:wa:hnílv́:ɂi sgwà:tle̋:sdi.; Gane:ji̋ ù:wa:hnílv́ sgwà:hle̋:sdi.; Gane:ji̋ ù:wa:hnílv́ sgwà:tle̋:sdi.
*|ᎦᏳᎳ|3|Gayulas wijedola digaduhvi?|ᎦᏳᎳᏍ ᏫᏤᏙᎳ ᏗᎦᏚᎲᎢ?|Have you already been to town?|Gá:yu:lasgo wijě:dô:la diga:dú:hv̋:ɂi?; Gá:yu:las wijě:dô:la diga:dú:hv̋:ɂi?; Gá:yu:las wijě:dô:la diga:dú:hv̋?
*|ᎬᏙᎠ|3|Hadlv ktoo akugisdi?|ᎭᏢ ᎬᏙᎣ ᎠᎫᎩᏍᏗ?|Where does the dipper hang?|Ha:dlv któ:ɂó:ɂi akǔ:gi̋:sdi?; Ha:dlv któ:ɂó akǔ:gi̋:sdi?
*|ᎦᎶᎪᏗ|3|Hadlv jade galogodi?|ᎭᏢ ᏣᏕ ᎦᎶᎪᏗ?|Where did you put the hoe?|Ha:dlv jadé:ɂi galo:gò:di?; Ha:dlv jadé galo:gò:di?
*|ᎢᎦ|3|Hila iga dejaduliha?|ᎯᎳ ᎢᎦ ᏕᏣᏚᎵᎭ?|How many do you want?|Hila̋ ǐ:ga̋ de:jadu:líha?
*|ᎠᏍᎦᏯ|3|Hiyoligas na asgaya?|ᎯᏲᎵᎦᏍ Ꮎ ᎠᏍᎦᏯ?|Did you just now recognize that man?|Hi:yo:ligāsgo na asgaya?; Hi:yo:ligās na asgaya?
*|ᎮᏍᏗ, ᏞᏍᏗ|3|Hlesdi vsgi yihnadvnehesdi.|ᏞᏍᏗ ᎥᏍᎩ ᏱᎿᏛᏁᎮᏍᏗ.|Don't be doing that.|Hè:sdi v̀:sgina yihnà:dv́:ne:hé:sdi.; Hlè:sdi v̀:sgina yihnà:dv́:ne:hé:sdi.; Hè:sdi v̀:sgi yihnà:dv́:ne:hé:sdi.; Hlè:sdi v̀:sgi yihnà:dv́:ne:hé:sdi.; Hè:sdi sgina yihnà:dv́:ne:hé:sdi.; Hlè:sdi sgina yihnà:dv́:ne:hé:sdi.; Hè:sdi nà:sgi yihnà:dv́:ne:hé:sdi.; Hlè:sdi nà:sgi yihnà:dv́:ne:hé:sdi.
*|ᎤᏁᎫᏣ|3|Hlesdi. Do janeguja.|ᏞᏍᏗ. Ꮩ ᏣᏁᎫᏣ.|Quit. You're being too mean.|Hè:sdi. Do janě:gû:ja.; Hlè:sdi. Do janě:gû:ja.
*|ᎠᎦᏘᎭ|3|Jolani aktiha kiloi.|ᏦᎳᏂ ᎠᎦᏘᎭ ᎩᎶᎢ.|Someone is peeking through the window.|Jǒ:lani à:ktiha kilőɂi.; Jǒ:lani à:ktiha kilő.
*|ᎠᏔᏬᎠ|3|Uweji achuja atawoa.|ᎤᏪᏥ ᎠᏧᏣ ᎠᏔᏬᎠ.|He's combing his son's hair.|Uwě:ji achű:ja à:tawó:ɂa.; Uwě:j achű:j à:tawó:ɂa.
*|ᎠᎨ|3|Age widagedoli hlega.|ᎠᎨ ᏫᏓᎨᏙᎵ ᏞᎦ.|I will be around over there for a while.|Á:ge̋ widagě:dô:li hle̋:ga.
*|ᏗᎦᏘᏗᎢ|3|Digatdi wagihla gadu.|ᏗᎦᏘᏗ ᏩᎩᏝ ᎦᏚ.|I have bread in the oven.|Digà:tdi̋:ɂi à:gihla ga̋:du.; Digà:tdi̋ à:gihla ga̋:du.
*|ᎦᏂ|3|Gani uwahnilv ganvwoi|ᎦᏂ ᎤᏩᏂᎸ ᎦᏅᏬᎢ.|A bullet hit him in his shoulder.|Gáɂni ù:wa:hnílv́:ɂi ganv:wő:ɂi.; Gáɂni ù:wa:hnílv́ ganv:wő:ɂi.; Gáɂni ù:wa:hnílv́ ganv:wő.
*|ᎩᏝ|3|Gihla nusdi jahnuwvi.|ᎩᏝ ᏄᏍᏗ ᏣᏄᏮᎢ.|There's some loose hair on your shirt.|Giɂhla nű:sdi jahnû:wv̋:ɂi.
*|ᎠᎭᎷᎩᎭ|3|Hialugi na dagwalela.|ᎯᎠᎷᎩ Ꮎ ᏓᏆᎴᎳ.|Flag that car down.|Hiɂalǔ:gi na dagwalé:la.
|ᏨᏍᎩᏃ|3|Jvsginois ehi Sedani?|ᏨᏍᎩᏃᎢᏍ ᎡᎯ ᏎᏓᏂ?|Is Satan from hell?|Jv:sgi:noɂisgo e̋:hi Sě:dáni?; Jv:sgi:noɂis e̋:hi Sě:dáni?
*|ᏅᎩᏁ ᎢᎦ|3|Nvhgine Iga ihedolvi.|ᏅᎩᏁ ᎢᎦ ᎢᎮᏙᎸᎢ.|Come back on Thursday.|Nv:gine i:ga íhě:dô:lv:ɂi.
*|ᎤᎬᎭᏓ|3|Ukvhada kohi sunalei.|ᎤᎬᎭᏓ ᎪᎯ ᏑᎾᎴᎢ.|It was foggy this morning.|Ù:kvháda kò:hi̋ suná:le̋:ɂi.; Ù:kvháda kò:hi̋ suná:le̋.
*|ᏩᏁᎢ|3|Wanei hlgvi galuysga.|ᏩᏁᎢ ᏡᎬᎢ ᎦᎷᏯᏍᎪ.|He's chopping on a hickory tree.|Wané:ɂi hlgv̋:ɂi galûysga.; Wané:ɂi hlgv̋ galûysga.
*|ᎦᏁᏁᎭ|3|Ama uditasdi jinevsi.|ᎠᎹ ᎤᏗᏔᏍᏗ ᏥᏁᎥᏏ.|I just gave him water to drink.|Ama u:di:tasdi ji:neɂvsī.
*|ᎦᎾᏏᏁᎦ|3|Ayv jinasinuga hlega.|ᎠᏴ ᏥᎾᏏᏄᎦ ᏞᎦ.|Let me drag it for awhile.|Ayv ji:nà:si:nù:ga hle̋:ga.
*|ᎠᏘᏂ|3|Dikewi asgaya atihni.|ᏗᎨᏫ ᎠᏍᎦᏯ ᎠᏘᏂ.|He's leading a blind man.|Di:ke̋:wi asgaya à:tíhni.
*|ᎠᏴᏫ, ᏴᏫ|3|Gado anadvne aniyvwi?|ᎦᏙ ᎠᎾᏛᏁ ᎠᏂᏴᏫ?|What are the people doing?|Gadò à:na:dvne:ha ani:yv:wi?; Gadò à:na:dvne ani:yv:wi?; Dò à:na:dvne ani:yv:wi?
*|ᎠᏍᏙᏍᎩᎢ|3|Gado galsda asdosgii?|ᎦᏙ ᎦᎵᏍᏓ ᎠᏍᏙᏍᎩᎢ?|What happened to the crusher?|Gadò galsdà asdò:sgi̋:ɂi?; Dò galsdà asdò:sgi̋?
